# catalogo de jogos do Astra — nome de executavel -> titulo
# destilado de https://discord.com/api/v9/applications/detectable
# 11104 entradas · instantaneo de 2026-08-27
# refazer com: node tools/atualizar-catalogo-de-jogos.mjs
-arcane raise-/game.exe	Arcane Raise
trialsblooddragon.exe	Trials of the Blood Dragon
trialsfmx.exe	Trials Evolution
tribal hunter/tribal hunter.exe	Tribal Hunter
tribal wars/tribalwars.exe	Tribal Wars
tribenine/tribenine.exe	TRIBE NINE
tribesascend.exe	Tribes: Ascend
tricking 0/tricking_0.exe	Tricking 0
tricky doors/trickydoors.exe	Tricky Doors
trickytowers.exe	Tricky Towers
trimmer tycoon/trimmer.exe	Trimmer Tycoon
trimps/trimps.exe	Trimps
trine 4 the nightmare prince/trine4.exe	Trine 4: The Nightmare Prince
trine 5/trine5.exe	Trine 5: A Clockwork Conspiracy
trine.exe	Trine Enchanted Edition
trine/wmfdist11-windowsxp-x86-enu.exe	Trine Enchanted Edition
trine1_32bit.exe	Trine Enchanted Edition
trine2_32bit.exe	Trine 2: Complete Story
trine3_32bit.exe	Trine 3: The Artifacts of Power
trine3_64bit.exe	Trine 3: The Artifacts of Power
tripletown.exe	Triple Town
tristoy.exe	TRISTOY
trombonechamp/trombonechamp.exe	Trombone Champ
trophy fishing 2/trophy fishing 2.exe	Trophy Fishing 2
tropical monster girls/tropical.exe	Tropical Monster Girls
tropico 2/tropico2.exe	Tropico 2: Pirate Cove
tropico 5/appdata.exe	Tropico 5
tropico/tropico.exe	Tropico
tropico3.exe	Tropico 3: Steam Special Edition
tropico4.exe	Tropico 4
trove.exe	Trove
trove/glyphclientapp.exe	Trove
tru.exe	Tomb Raider: Underworld
truck and logistics simulator/truck & logistics simulator.exe	Truck & Logistics Simulator
trulon.exe	Trulon: The Shadow Engine
try again/try again.exe	Try Again
ts3.exe	The Sims 3
ts3w.exe	The Sims 3
ts4.exe	The Sims 4
ts4_dx9_x64.exe	The Sims 4
ts4_x64.exe	The Sims 4
tsa.exe	Touhou Sky Arena: Matsuri Climax
tslgame.exe	PUBG: BATTLEGROUNDS
tslgame_be.exe	PUBG: BATTLEGROUNDS
tt isle of man 2/tt2.exe	TT Isle of Man: Ride on the Edge 2
tukoni/tukoni.exe	Tukoni: Forest Keepers
tumblestone/tumblestone.exe	Tumblestone
tunche arena/tunche.exe	Tunche: Arena
tunguska the visitation/tunguska.exe	Tunguska: The Visitation
tunic/tunic.exe	TUNIC
tunnel divers/tunneldivers.exe	TUNNEL DIVERS
turbo golf racing/turbo golf racing.exe	Turbo Golf Racing
turbo overkill demo/turbo overkill.exe	Turbo Overkill Demo
turbo overkill/turbo overkill.exe	Turbo Overkill
turbo pug dx/turbopugdx.exe	Turbo Pug DX
turbo pug/game.exe	Turbo Pug
turbodismount/turbodismount.exe	Turbo Dismount
turbodismount2/turbodismount2.exe	Turbo Dismount 2
turing complete/turing complete.exe	Turing Complete
turmoil_pc_full.exe	Turmoil
turnip boy commits tax evasion/turnip boy commits tax evasion.exe	Turnip Boy Commits Tax Evasion
turnip boy robs a bank/turnip boy robs a bank.exe	Turnip Boy Robs a Bank
turretgirls/turretgirls.exe	TurretGirls
tvo/tvo.exe	Tvö
twelve minutes/12m.exe	Twelve Minutes
twilight struggle/twilightstruggle.exe	Twilight Struggle
twinsector_steam.exe	Twin Sector
two point campus/tpc.exe	Two Point Campus
two point museum/tpm.exe	Two Point Museum
two worlds - epic edition/twoworlds.exe	Two Worlds: Epic Edition
two worlds ii/twoworlds2_dx10.exe	Two Worlds II
twwse.exe	The Whispered World: Special Edition
ty the tasmanian tiger 2/ty2.exe	Ty the Tasmanian Tiger 2: Bush Rescue
ty the tasmanian tiger/ty.exe	TY the Tasmanian Tiger HD
typer shark deluxe/popcapgame1.exe	Typer Shark! Deluxe
typer-incremental-win32-x64/typer-incremental.exe	Typing Incremental
typing of the dead overkill/hotd_ng.exe	The Typing of the Dead: Overkill
tyranny.exe	Tyranny
tyrone vs cops/tyronevscops.exe	TYRONE vs COPS
tzar/tzar_.exe	Tzar: The Burden of the Crown
ub/ub.exe	The Ultimatest Battle
ubermosh/ubermosh.exe	UBERMOSH
uberstrike/uberstrike.exe	UberStrike
uboat/uboat.exe	UBOAT
udongame/udongame.exe	Udonge in Interspecies Cave
uebs2/uebs2.exe	Ultimate Epic Battle Simulator 2
ufo 50/ufo50.exe	UFO 50
uhd/uhd.exe	ULTIMATE HARDBASS DEFENCE
ultimate admiral age of sail/build.exe	Ultimate Admiral: Age of Sail
ultimate admiral dreadnoughts/ultimate admiral dreadnoughts.exe	Ultimate Admiral: Dreadnoughts
ultimate coaster x/ultimatecoasterx.exe	Ultimate Coaster X
ultimate custom night.exe	Ultimate Custom Night
ultimate doom/base/dosbox.exe	The Ultimate DOOM
ultimate epic battle simulator/uebs.exe	Ultimate Epic Battle Simulator
ultimate fishing simulator 2020/ultimate fishing simulator 2.exe	Ultimate Fishing Simulator 2
ultimate fishing simulator vr/ultimatefishing_steamvr.exe	Ultimate Fishing Simulator VR
ultimate fishing/ultimatefishing.exe	Ultimate Fishing Simulator
ultimate general american revolution/ugar.exe	Ultimate General: American Revolution
ultimate general civil war/ultimate general civil war.exe	Ultimate General: Civil War
ultimate general gettysburg/ultimate general gettysburg.exe	Ultimate General: Gettysburg
ultimate marvel vs. capcom 3/umvc3.exe	Ultimate Marvel vs. Capcom 3
ultimate sudoku collection/ultimatesudoku.exe	Ultimate Sudoku Collection
ultimate tag/ultimate tag.exe	Ultimate Tag
ultimate tic-tac-toe/ultimtictactoe.exe	Ultimate Tic-Tac-Toe
ultimate zombie defense 2/ultimate zombie defense 2_64.exe	Ultimate Zombie Defense 2
ultimate zombie defense/ultimatezombiedefense_64.exe	Ultimate Zombie Defense
ultimatechickenhorse.exe	Ultimate Chicken Horse
ultimatetheatersimulator/ultimatetheatersimulator.exe	Ultimate Theater Simulator
ultra fight da ! kyanta 2/game.exe	Ultra Fight Da! Kyanta 2
ultrakill demo/ultrakill.exe	ULTRAKILL Demo
ultrakill/ultrakill.exe	ULTRAKILL
ultros/ultros.exe	Ultros
umamusumeprettyderby/umamusumeprettyderby.exe	Umamusume: Pretty Derby
umamusumeprettyderby_jpn/umamusumeprettyderby_jpn.exe	ウマ娘 プリティーダービー
umineko chiru/umineko5to8.exe	Umineko When They Cry: Answer Arcs
umineko golden fantasia/ougon.exe	Umineko: Golden Fantasia
umineko/umineko1to4.exe	Umineko When They Cry: Question Arcs
umurangigeneration/umurangi generation.exe	Umurangi Generation
unavowed/unavowed.exe	Unavowed
unbeatable [white label]/unbeatable [white label].exe	Unbeatable: White Label
unbeatable/unbeatable [white label].exe	Unbeatable: White Label
unboxing the cryptic killer/unboxingthecryptickiller.exe	Unboxing the Cryptic Killer
uncharted legacy of thieves collection/u4.exe	Uncharted: Legacy of Thieves Collection
undead horde/undeadhorde.exe	Undead Horde
under contract/under contract.exe	Under Contract
under night in-birth exe late/uniel.exe	Under Night In-Birth Exe:Late
under night in-birth exe late[st]/unist.exe	Under Night In-Birth Exe:Late[cl-r]
under night in-birth ii sys celes/uni2.exe	UNDER NIGHT IN-BIRTH II Sys:Celes
undercroft warriors/undercroft warriors.exe	Undercroft Warriors
underdogs/underdogs.exe	UNDERDOGS
underground blossom/undergroundblossom.exe	Underground Blossom
underhero/underhero.exe	Underhero
underlords.exe	Dota Underlords
undermine/undermine.exe	UnderMine
underminer/underminer.exe	Underminer
underrail/underrail.exe	UnderRail
understand/understand.exe	Understand
undertale.exe	UNDERTALE
underworld idle/imp_inf.exe	Underworld Idle
undisputed/undisputed.exe	Undisputed
undress tournament/undress tournament.exe	Undress Tournament
undying.exe	Clive Barker's Undying
unearned bounty/unearnedbounty.exe	Unearned Bounty
unepic/unepic.exe	Unepic
unfair flips/unfair flips.exe	Unfair Flips
unheard/unheard.exe	Unheard
unholy heights/unholyheights.exe	Unholy Heights
uni/uni2.exe	UNI
unification_bugfix/unification configurator 1.0.2.exe	Warhammer 40,000: Dawn of War - Soulstorm
unification_bugfix/unification_configurator_1.0.0.exe	Warhammer 40,000: Dawn of War - Soulstorm
unity of command 2/uoc2.exe	Unity of Command II
unityartifact/storybookbrawl.exe	Storybook Brawl
universe sandbox x64.exe	Universe Sandbox
universe sandbox/universe sandbox.exe	Universe Sandbox Legacy
unleash.exe	Unleash
unlightrevive/unlight_revive.exe	Unlight: Revive
unmetal/unmetal.exe	UnMetal
unnamed space idle/spaceidle.exe	Unnamed Space Idle
unnyworld/unnyworld.exe	UnnyWorld
uno demo/uno.exe	UNO Demo
uno.exe	UNO
unpacking/unpacking.exe	Unpacking
unrailed! 2 back on track/unrailed2.exe	Unrailed 2: Back on Track
unrailed! demo/unrailedgamedemo.exe	Unrailed! Demo
unrailed/unrailedgame.exe	Unrailed!
unravel.exe	Unravel
unraveltwo/unraveltwo.exe	Unravel Two
unreal life/unreal_life.exe	Unreal Life
unreal.exe	Unreal Gold
unrealtournament.exe	Unreal Tournament
unrealworld/urw.exe	UnReal World
unsighted/unsighted.exe	UNSIGHTED
unsolved case/unsolved case.exe	Unsolved Case
unsorted horror/unsorted horror.exe	Unsorted Horror
unspottable demo/unspottable.exe	Unspottable Demo
unspottable/unspottable.exe	Unspottable
unsung warriors/unsungwarriorsprologue.exe	Unsung Warriors - Prologue
until then/untilthen.exe	Until Then
until we die demo/until we die.exe	Until We Die Demo
until we die/until we die.exe	Until We Die
untilyoufall/untilyoufall.exe	Until You Fall
untitled ghost game/untitled ghost game.exe	Untitled Ghost Game
untitled goose game/untitled.exe	Untitled Goose Game
untrusted/untrusted.exe	Untrusted
unturned.exe	Unturned
unturned/unturned.exe	Unturned
unturned_be.exe	Unturned
unworthy/unworthy.exe	Unworthy
updater/sansar.exe	Sansar
uplink.exe	Uplink
upload labs/upload labs.exe	Upload Labs
uptasia/uptasiaapp.exe	Uptasia
urban jungle/urbanjungle.exe	Urban Jungle
urban rivals/urban rivals.exe	Urban Rivals World
urbek prologue/urbek.exe	Urbek City Builder: Prologue
urbek/urbek.exe	Urbek City Builder
urbo dream one/urbo dream one.exe	URBO: Dream One
urbo/urbo.exe	URBO
urp/beholder3.exe	Beholder 3
urtuk the desolation/urtuk.exe	Urtuk: The Desolation
use your words/uyw.exe	Use Your Words
used cars simulator/used cars simulator.exe	Used Cars Simulator
ut3.exe	Unreal Tournament III: Black Edition
uurnog.exe	Uurnog Uurnlimited
uvolley/uvolley.exe	uVolley
v/v.exe	OldTV
v0/spellcraft.exe	Spellcraft
v_katsu/vkatsu.exe	V-Katsu
va-11 hall a.exe	VA-11 HALL-A
vacation simulator/vacation simulator.exe	Vacation Simulator
vacuum pilot/vacuum pilot.exe	Vacuum Pilot
vacuum warrior/vacuumwarrior.exe	Vacuum Warrior
vagante/vagante.exe	Vagante
vainglory/vainglory.exe	Vainglory
valfaris/valfaris.exe	Valfaris
valheim/valheim.exe	Valheim
valiant hearts/valiant hearts.exe	Valiant Hearts: The Great War
valkyria.exe	Valkyria Chronicles Remastered
valkyrieconnectww/valkyrieconnect.exe	Valkyrie Connect
valley/valley.exe	Valley
valnir rok/valnir rok.exe	Valnir Rok
vampire hunters/vampire hunters.exe	Vampire Hunters
vampire survivors/vampiresurvivors.exe	Vampire Survivors
vampire the masquerade - coteries of new york/vtm coteries of new york.exe	Vampire: The Masquerade - Coteries of New York
vampire the masquerade - shadows of new york/vtm shadows of new york.exe	Vampire: The Masquerade - Shadows of New York
vampire therapist/vampire therapist.exe	Vampire Therapist
vampire's fall origins/vampire's fall origins.exe	Vampire's Fall: Origins
vampire.exe	Vampire: The Masquerade - Bloodlines
vampiresurvivors/vampiresurvivors.exe	Vampire Survivors
vanguard-princess/vanpri.exe	Vanguard Princess
vanquish/vanquish.exe	Vanquish
varenje/varenje.exe	Varenje
vault of the void/vaultofthevoid.exe	Vault of the Void
vaygren - lustful temptation/vaygrenlt.exe	Vaygren: Lustful Temptation
vbridger/vbridger.exe	VBridger
vc4/valkyria4_x64.exe	Valkyria Chronicles 4
vcb - why city/vcb.exe	VCB: Why City - The Ballad Of Drunk Khovansky
vecter/vecter.exe	Vecter
vectorio/vectorio.exe	Vectorio
vega conflict/vegaconflict.exe	VEGA Conflict
vegas - make it big/casino.exe	Vegas: Make It Big
vegas pro 14.0/vegas140_x64.exe	VEGAS Pro 14 Edit Steam Edition
vellum/vellum.exe	Vellum
venba/venba.exe	Venba
verdun.exe	Verdun
vergelostchapter/verge.exe	Verge: Lost Chapter
verlet swing/verlet swing.exe	Verlet Swing
vermintide.exe	Warhammer: End Times - Vermintide
versus game/versus.exe	Versus Squad
vertigo 2/vertigo2.exe	Vertigo 2
vertigo remastered/vertigo.exe	Vertigo: Remastered
vgdd/vg2.exe	Cardfight!! Vanguard: Dear Days
vhs/vhs.exe	VHS
victor vran/victorvransteam.exe	Victor Vran
victoria 2/v2game.exe	Victoria II
victoria.exe	Victoria I
victoria2.exe	Victoria II
victory/victory.exe	Victory: The Age of Racing
videohorrorsociety/videohorrorsociety.exe	Video Horror Society
vietnamwar/vietnam war.exe	Vietnam War
viewfinder demo/viewfinder_demo.exe	Viewfinder Demo
viewfinder/viewfinder.exe	Viewfinder
vigil the longest night/vigil.exe	Vigil: The Longest Night
vigil/vigil.exe	Vigil
vigor/vigor.exe	Vigor
viking battle for asgard/viking.exe	Viking: Battle for Asgard
viking frontiers prologue/viking frontiers.exe	Viking Frontiers
viking rise/vr.exe	Viking Rise
vikingrage.exe	Viking Rage VR
vikings - wolves of midgard/vikings.exe	Vikings: Wolves of Midgard
villagerhapsody/village.exe	VillageRhapsody
vindefiant demo/vindefiant.exe	Vindefiant
vindictus.exe	Vindictus
vindictus_x64.exe	Vindictus
viridi.exe	Viridi
virtual aquarium - overlay desktop game/virtual aquarium.exe	Virtual Aquarium
virtual cottage/virtual cottage_windows.exe	Virtual Cottage
virtual interactive fireplace/virtual interactive fireplace.exe	Virtual Interactive Fireplace
virtual rc pro/game_s.exe	VRC PRO
virtual rides 3/vr3.exe	Virtual Rides 3
virtual romance club/viroplayspace.exe	ViRo Playspace
virtual villagers origins 2/virtual villagers origins 2.exe	Virtual Villagers Origins 2
virtual virtual reality/virtualvirtualreality.exe	Virtual Virtual Reality
virtualcast/virtualcast.exe	VirtualCast
visage-win64-shipping.exe	Visage
visual novel maker/nw.exe	Visual Novel Maker
visualboyadvance.exe	VisualBoyAdvance
vivid knight/vividknight.exe	Vivid Knight
vividstasis/vividstasis.exe	vivid/stasis
vixen wars/vixenwars.exe	Vixen Wars
vngame.exe	Rising Storm 2: Vietnam
voiceattack/voiceattack.exe	VoiceAttack
voiceofcardstheisledragonroars/voiceofcardstheisledragonroars.exe	Voice of Cards: The Isle Dragon Roars
voiceofcardstheisledragonroarsdemo/voiceofcardstheisledragonroarsdemo.exe	Voice of Cards: The Isle Dragon Roars Demo
void bastards/void bastards.exe	Void Bastards
void crew/void crew.exe	Void Crew
void stranger/voidstranger.exe	Void Stranger
void war/void war.exe	Void War
void whispers/void whispers.exe	Void Whispers
voidigo/voidigo.exe	Voidigo
volcanoids/volcanoids.exe	Volcanoids
volcanoprincess/volcanoprincess.exe	Volcano Princess
volgarr/volgarr.exe	Volgarr the Viking
volzerk/volzerk.exe	Volzerk: Monsters and Lands Unknown
voodoo garden/voodoo garden.exe	Voodoo Garden
vox machinae/vm.exe	Vox Machinae
voxeltycoon/voxeltycoon.exe	Voxel Tycoon
vpet/vpet-simulator.windows.exe	VPet-Simulator
vr hot/vr hot.exe	VR HOT
vr secretary/vrsecretary.exe	VR Secretary: Ailey Edition
vr4/vrally4.exe	V-Rally 4
vr_dungeonknight content/vr dungeonknight.exe	VR Dungeon Knight
vr_kanojo/vr_kanojo.exe	VR Kanojo
vrchat/start_protected_game.exe	VRChat
vrchat/vrchat.exe	VRChat
vrising/vrising.exe	V Rising
vtol vr/vtolvr.exe	VTOL VR
vup/vup.exe	VUP
vvvvvv.exe	VVVVVV
vvvvvv/vvvvvv.exe	VVVVVV
wa.exe	Worms Armageddon
waifu closet/waifu closet.exe	Waifu Closet
waifu shop/waifu shop.exe	Waifu Shop
waifu/waifu.exe	Waifu
waifufighterfist/boxingwaifu.exe	Waifu Fighter
waifusitter/waifusitter.exe	Waifusitter
wait! life is beautiful! prologue/wait! life is beautiful!.exe	Wait! Life is beautiful!
wakfu.exe	WAKFU
walkabout mini golf/walkaboutminigolf.exe	Walkabout Mini Golf
walkingdead101.exe	The Walking Dead
walkingdead4.exe	The Walking Dead: The Final Season
wall world 2/wallworld2.exe	Wall World 2
wall world/wallworld.exe	Wall World
wall-e/gamesetup.exe	WALL-E
waltz of the wizard/waltzofthewizard.exe	Waltz of the Wizard
wantedraccoon/wantedraccoon.exe	Wanted Raccoon
war dust/wardust.exe	WAR DUST
war hospital/war hospital.exe	War Hospital
war in the north/witn.exe	Lord of the Rings: War in the North
war of dots/game.exe	War of Dots
war on the sea/waronthesea.exe	War on the Sea
war planet online/warplanetonline.exe	War Planet Online
war robots vr the skirmish/wr-vr.exe	War Robots VR: The Skirmish
war selection/glyphengine.exe	War Selection
war trigger 3/war trigger 3.exe	War Trigger 3
war-win64-shipping.exe	Foxhole
war3.exe	Warcraft III: Reign of Chaos
warborne/warborne.exe	Warborne: Above Ashes
warcraft iii.exe	Warcraft III: Reign of Chaos
warcraft iii/frozen throne.exe	Warcraft III: Reign of Chaos
warface/bin32release/game.exe	Warface
warfare legacy collection/warfare.exe	Warfare Legacy Collection
warframe.exe	Warframe
warframe.x64.exe	Warframe
wargame airland battle/wargame2.exe	Wargame: AirLand Battle
wargame european escalation/wargame.exe	Wargame: European Escalation
